Date,Product_ID,Product_Category,Region,Units_Sold,Price,Revenue
2023-10-01,1046,Home,South,11,198.39,2182.29
2024-11-14,1007,Clothing,South,13,84.85,1103.05
2022-04-26,1077,Electronics,South,7,379.42,2655.94
2022-02-17,1000,Electronics,South,18,115.44,2077.92
2022-04-09,1076,Toys,West,8,168.96,1351.68
2023-02-09,1002,Electronics,East,2,338.92,677.84
2023-11-16,1052,Toys,South,3,10.05,30.150000000000002
2024-06-21,1091,Sports,South,10,385.47,3854.7000000000003
2023-05-18,1037,Toys,South,7,450.56,3153.92
2024-06-12,1050,Toys,South,7,35.29,247.03
2022-09-15,1014,Electronics,South,4,299.9,1199.6
2024-04-23,1099,Home,North,8,210.14,1681.12
2022-05-01,1066,Sports,North,19,48.45,920.5500000000001
2024-03-20,1063,Clothing,South,12,344.29,4131.4800000000005
2024-09-04,1067,Toys,South,10,310.04,3100.4
2022-02-23,1004,Toys,South,14,324.9,4548.599999999999
2024-10-15,1089,Toys,East,12,408.61,4903.32
2024-02-23,1088,Home,West,4,150.59,602.36
2022-08-29,1009,Clothing,South,19,341.76,6493.44
2023-04-28,1007,Electronics,East,7,374.23,2619.61
2024-10-09,1011,Sports,East,1,92.72,92.72
2022-07-06,1063,Home,South,8,478.96,3831.68
2023-10-18,1058,Clothing,West,11,176.59,1942.49
2022-09-19,1066,Sports,North,1,359.72,359.72
2024-08-10,1090,Electronics,South,1,379.47,379.47
2023-05-06,1049,Sports,South,4,256.98,1027.92
2023-03-07,1022,Toys,North,4,73.07,292.28
2022-08-27,1039,Toys,West,11,145.07,1595.77
2022-10-31,1096,Home,North,1,124.78,124.78
2022-10-25,1077,Sports,South,10,264.13,2641.3
2022-03-17,1086,Toys,South,4,138.02,552.08
2024-09-25,1094,Home,East,7,277.92,1945.44
2023-10-04,1076,Home,North,2,151.22,302.44
2024-04-06,1075,Home,East,13,10.48,136.24
2022-10-10,1098,Electronics,East,19,188.0,3572.0
2023-08-14,1017,Toys,East,4,307.36,1229.44
2022-03-13,1020,Toys,East,6,389.11,2334.66
2023-12-04,1000,Clothing,North,17,23.9,406.29999999999995
2023-07-29,1037,Electronics,North,9,136.57,1229.1299999999999
2024-09-26,1040,Toys,North,2,492.88,985.76
2024-06-10,1041,Toys,South,6,138.29,829.74
2022-01-12,1008,Clothing,West,18,390.83,7034.94
2022-05-21,1022,Sports,East,15,259.59,3893.8499999999995
2022-01-17,1077,Sports,South,16,69.87,1117.92
2024-12-22,1010,Electronics,North,1,325.27,325.27
2022-09-10,1070,Home,North,10,483.51,4835.1
2023-04-10,1030,Clothing,South,10,444.55,4445.5
2023-01-11,1087,Clothing,East,6,348.24,2089.44
2024-09-07,1025,Toys,North,4,260.95,1043.8
2023-06-04,1029,Toys,East,14,166.47,2330.58
2022-03-31,1033,Clothing,East,17,184.91,3143.47
2023-12-21,1045,Home,West,3,179.64,538.92
2024-03-14,1068,Sports,North,2,461.82,923.64
2024-03-06,1004,Electronics,South,18,113.54,2043.72
2023-09-22,1060,Sports,West,17,195.23,3318.91
2022-03-17,1082,Electronics,East,13,221.66,2881.58
2024-07-14,1037,Home,South,19,210.36,3996.84
2023-02-04,1027,Clothing,West,10,12.06,120.60000000000001
2024-08-27,1025,Home,West,4,142.78,571.12
2024-12-30,1060,Clothing,West,17,254.3,4323.1
2024-03-07,1022,Toys,East,16,382.64,6122.24
2022-07-14,1045,Electronics,East,19,289.04,5491.76
2022-08-16,1029,Toys,North,14,198.58,2780.1200000000003
2023-04-06,1066,Clothing,West,15,335.92,5038.8
2023-09-10,1091,Electronics,South,19,336.29,6389.51
2024-11-10,1032,Electronics,East,3,131.48,394.43999999999994
2022-03-05,1002,Toys,West,16,60.85,973.6
2022-06-14,1068,Electronics,South,7,403.56,2824.92
2022-01-27,1082,Clothing,East,18,269.59,4852.62
2024-10-08,1041,Clothing,South,8,96.5,772.0
2022-10-12,1061,Toys,South,14,138.41,1937.74
2022-10-08,1057,Home,North,18,385.55,6939.900000000001
2024-04-17,1056,Clothing,East,1,330.1,330.1
2024-04-10,1000,Clothing,East,6,473.13,2838.7799999999997
2024-07-06,1072,Electronics,East,13,237.82,3091.66
2022-08-12,1059,Electronics,East,1,35.57,35.57
2024-02-23,1068,Clothing,North,19,353.21,6710.99
2024-08-22,1058,Toys,North,7,134.91,944.37
2024-08-07,1045,Home,West,16,168.69,2699.04
2024-11-19,1033,Electronics,East,14,106.36,1489.04
2022-02-14,1096,Electronics,South,2,161.38,322.76
2023-04-16,1024,Home,North,7,416.45,2915.15
2022-02-03,1041,Electronics,South,15,292.59,4388.849999999999
2023-10-15,1028,Toys,South,14,63.49,888.86
2024-04-09,1024,Electronics,South,1,297.44,297.44
2022-08-09,1053,Electronics,West,17,320.45,5447.65
2023-06-18,1072,Clothing,West,16,443.56,7096.96
2023-11-23,1066,Toys,East,5,431.23,2156.15
2024-07-20,1014,Toys,North,3,40.81,122.43
2024-04-20,1003,Clothing,East,19,434.68,8258.92
2024-10-07,1037,Sports,West,2,34.93,69.86
2023-08-05,1019,Home,West,14,85.52,1197.28
2022-08-27,1022,Toys,South,19,64.66,1228.54
2023-03-17,1036,Sports,East,13,99.03,1287.39
2022-05-28,1061,Home,South,13,403.6,5246.8
2024-10-29,1007,Toys,West,6,346.2,2077.2
2023-01-23,1036,Electronics,East,9,346.61,3119.4900000000002
2024-12-09,1044,Toys,East,1,461.84,461.84
2024-07-04,1096,Home,North,10,202.01,2020.1
2023-09-30,1032,Sports,West,3,11.61,34.83
2022-10-05,1006,Electronics,West,6,323.49,1940.94
2024-09-15,1021,Home,North,16,435.36,6965.76
2023-08-12,1004,Home,West,6,488.37,2930.2200000000003
2023-10-11,1014,Toys,South,12,188.31,2259.7200000000003
2023-09-10,1020,Clothing,South,3,412.85,1238.5500000000002
2022-05-15,1088,Clothing,South,18,426.12,7670.16
2023-08-03,1016,Electronics,East,3,80.77,242.31
2023-05-05,1055,Home,South,5,319.43,1597.15
2023-04-23,1049,Sports,West,19,94.84,1801.96
2023-01-19,1006,Electronics,North,18,228.85,4119.3
2022-06-12,1049,Electronics,South,8,440.84,3526.72
2023-03-17,1059,Toys,South,10,396.84,3968.3999999999996
2023-02-19,1082,Sports,East,19,289.47,5499.93
2022-10-15,1006,Home,West,10,406.27,4062.7
2022-07-06,1039,Home,North,2,84.89,169.78
2022-05-10,1044,Home,West,10,105.51,1055.1000000000001
2022-07-13,1058,Electronics,South,18,112.34,2022.1200000000001
2022-11-12,1087,Toys,West,4,390.25,1561.0
2022-05-24,1074,Electronics,North,3,446.57,1339.71
2022-01-16,1054,Clothing,South,17,285.79,4858.43
2023-02-27,1063,Clothing,West,17,479.41,8149.97
2022-09-02,1064,Home,North,12,366.73,4400.76
2024-07-15,1053,Toys,South,17,286.21,4865.57
2022-05-09,1095,Home,South,13,309.68,4025.84
2024-06-25,1039,Home,West,9,426.27,3836.43
2024-06-05,1052,Electronics,East,1,54.19,54.19
2022-12-07,1043,Home,East,15,92.33,1384.95
2022-01-04,1062,Home,North,19,140.48,2669.12
2022-11-02,1001,Toys,West,9,448.44,4035.96
2024-06-26,1078,Toys,North,17,473.02,8041.34
2023-08-30,1020,Toys,West,15,184.52,2767.8
2024-09-18,1087,Home,North,2,462.69,925.38
2022-11-17,1049,Toys,North,4,277.96,1111.84
2023-07-13,1080,Toys,West,7,241.9,1693.3
2023-09-10,1051,Sports,East,8,418.05,3344.4
2023-12-12,1008,Sports,North,1,277.58,277.58
2023-06-15,1098,Clothing,West,1,232.7,232.7
2023-02-14,1019,Electronics,West,5,17.82,89.1
2024-03-28,1082,Electronics,West,8,16.32,130.56
2023-05-08,1017,Toys,South,1,317.52,317.52
2022-01-12,1083,Clothing,West,3,45.97,137.91
2022-07-14,1029,Clothing,West,17,371.1,6308.700000000001
2023-05-05,1064,Sports,South,3,314.95,944.8499999999999
2024-03-05,1023,Clothing,South,1,234.29,234.29
2024-05-30,1087,Home,East,4,357.8,1431.2
2022-07-01,1046,Toys,West,9,496.6,4469.400000000001
2024-08-19,1082,Home,North,13,130.71,1699.23
2023-10-18,1093,Electronics,South,5,282.96,1414.8
2023-11-25,1089,Sports,South,14,423.0,5922.0
2022-01-30,1043,Home,East,19,18.27,347.13
2024-02-17,1028,Toys,East,14,109.72,1536.08
2023-03-20,1076,Home,East,4,265.27,1061.08
2022-10-25,1067,Home,West,4,280.6,1122.4
2024-03-18,1016,Clothing,West,9,52.3,470.7
2024-04-24,1096,Sports,West,2,209.64,419.28
2024-10-12,1004,Electronics,South,10,264.69,2646.9
2023-07-08,1091,Toys,East,18,217.26,3910.68
2022-10-30,1087,Toys,South,7,353.29,2473.03
2023-02-25,1080,Electronics,North,14,387.97,5431.58
2022-07-04,1049,Toys,West,15,235.53,3532.95
2023-04-13,1039,Clothing,South,10,218.57,2185.7
2024-01-24,1045,Home,North,5,355.63,1778.15
2022-12-29,1050,Clothing,South,8,282.1,2256.8
2022-12-02,1010,Clothing,North,5,436.52,2182.6
2022-06-11,1011,Clothing,South,5,245.76,1228.8
2022-01-12,1012,Electronics,South,14,291.42,4079.88
2023-08-11,1063,Sports,West,1,73.11,73.11
2022-07-20,1007,Electronics,South,5,419.64,2098.2
2023-06-06,1064,Electronics,South,19,216.92,4121.48
2023-05-20,1008,Clothing,East,12,362.34,4348.08
2024-02-27,1091,Sports,South,15,220.45,3306.75
2024-11-28,1001,Electronics,West,3,10.5,31.5
2022-03-01,1077,Sports,South,1,206.2,206.2
2023-08-01,1012,Clothing,West,12,82.28,987.36
2022-11-17,1001,Electronics,East,13,205.32,2669.16
2024-07-11,1067,Sports,West,14,167.46,2344.44
2023-07-23,1075,Toys,East,10,109.25,1092.5
2023-06-11,1047,Electronics,East,14,70.65,989.1000000000001
2023-06-08,1073,Electronics,East,14,366.99,5137.860000000001
2023-09-05,1002,Electronics,East,13,379.88,4938.44
2022-05-05,1067,Sports,East,3,139.85,419.54999999999995
2024-05-20,1005,Home,West,19,252.64,4800.16
2022-10-07,1086,Electronics,East,10,237.39,2373.8999999999996
2024-07-05,1004,Toys,East,12,184.07,2208.84
2023-09-14,1002,Toys,East,2,146.04,292.08
2024-04-25,1009,Clothing,East,1,101.16,101.16
2023-11-05,1042,Home,East,4,437.72,1750.88
2022-11-10,1018,Home,North,8,418.32,3346.56
2022-11-28,1013,Sports,South,17,214.42,3645.14
2022-02-05,1020,Clothing,South,14,363.39,5087.46
2024-11-11,1042,Sports,East,14,254.18,3558.52
2022-07-25,1027,Clothing,East,19,51.84,984.96
2023-10-01,1020,Home,North,4,412.97,1651.88
2024-04-27,1035,Sports,East,16,117.44,1879.04
2023-03-16,1023,Clothing,North,19,356.34,6770.459999999999
2023-12-30,1053,Home,South,19,268.43,5100.17
2024-07-29,1037,Home,West,13,348.36,4528.68
2022-06-13,1016,Electronics,South,7,240.89,1686.23
2022-05-28,1021,Sports,West,14,354.25,4959.5
2022-10-21,1082,Electronics,West,10,26.08,260.79999999999995
2022-07-14,1044,Home,West,14,30.02,420.28
2023-10-25,1073,Sports,East,11,449.21,4941.3099999999995
2023-04-25,1060,Sports,North,11,377.35,4150.85
2022-05-03,1010,Toys,West,15,415.95,6239.25
2023-11-30,1060,Clothing,North,8,233.73,1869.84
2024-08-22,1037,Toys,South,17,235.23,3998.91
2023-10-23,1065,Toys,West,6,271.66,1629.96
2023-12-11,1032,Home,South,14,129.39,1811.4599999999998
2023-01-31,1042,Clothing,North,9,369.42,3324.78
2024-06-30,1030,Toys,North,3,416.43,1249.29
2024-10-01,1034,Toys,South,12,454.54,5454.4800000000005
2022-11-13,1036,Sports,North,4,263.35,1053.4
2023-11-12,1046,Home,South,15,213.14,3197.1
2023-05-10,1099,Toys,North,13,417.16,5423.08
2023-07-10,1022,Clothing,East,18,378.81,6818.58
2023-09-02,1035,Electronics,South,14,434.96,6089.44
2022-04-19,1039,Electronics,West,13,331.31,4307.03
2023-01-07,1089,Home,West,9,442.82,3985.38
2024-05-04,1088,Electronics,West,5,53.63,268.15000000000003
2023-09-08,1080,Sports,North,19,342.99,6516.81
2024-02-07,1014,Sports,South,8,53.51,428.08
2022-07-25,1036,Clothing,North,13,376.96,4900.48
2024-04-26,1003,Home,West,9,317.94,2861.46
2022-02-12,1021,Home,East,17,17.84,303.28
2024-05-14,1080,Electronics,West,5,303.64,1518.1999999999998
2024-02-24,1021,Toys,West,9,81.68,735.1200000000001
2023-04-21,1080,Toys,West,11,79.78,877.58
2022-03-24,1077,Toys,East,2,83.73,167.46
2022-07-09,1077,Clothing,East,13,247.07,3211.91
2024-03-10,1016,Home,South,1,66.6,66.6
2024-07-24,1071,Electronics,East,8,71.57,572.56
2022-09-08,1097,Clothing,South,15,135.52,2032.8000000000002
2022-10-18,1089,Sports,East,2,10.42,20.84
2022-11-22,1093,Sports,South,3,145.14,435.41999999999996
2024-04-16,1085,Sports,West,17,313.02,5321.34
2023-05-23,1079,Home,East,18,304.77,5485.86
2024-01-01,1093,Sports,North,17,485.07,8246.19
2022-03-13,1079,Toys,North,14,68.62,960.6800000000001
2023-10-03,1037,Sports,South,11,434.13,4775.43
2024-07-28,1023,Clothing,East,14,201.68,2823.52
2023-08-31,1099,Sports,East,5,199.65,998.25
2023-07-20,1098,Toys,North,6,180.92,1085.52
2022-02-23,1005,Sports,East,19,71.12,1351.2800000000002
2023-06-12,1067,Electronics,East,11,244.47,2689.17
2023-09-03,1081,Toys,South,2,395.82,791.64
2022-07-12,1005,Home,West,10,438.96,4389.599999999999
2022-02-27,1025,Sports,North,13,481.8,6263.400000000001
2022-05-09,1090,Clothing,West,2,394.79,789.58
2023-12-07,1040,Sports,East,14,315.31,4414.34
2024-05-01,1074,Clothing,East,17,253.79,4314.43
2022-01-08,1037,Electronics,South,9,438.7,3948.2999999999997
2022-01-29,1079,Home,West,8,372.36,2978.88
2024-08-04,1082,Toys,West,8,89.02,712.16
2022-05-11,1042,Toys,South,7,344.45,2411.15
2022-07-07,1052,Home,West,16,221.21,3539.36
2023-12-10,1014,Electronics,South,19,301.94,5736.86
2022-07-31,1089,Electronics,South,17,450.19,7653.23
2022-10-03,1055,Sports,East,1,329.76,329.76
2022-08-31,1055,Electronics,East,13,469.97,6109.610000000001
2024-09-13,1030,Sports,East,16,434.52,6952.32
2023-11-16,1082,Clothing,South,6,73.16,438.96
2022-06-20,1056,Home,East,15,15.71,235.65
2023-10-15,1050,Clothing,North,12,198.36,2380.32
2022-07-07,1023,Clothing,North,8,434.01,3472.08
2022-02-21,1057,Clothing,East,1,122.76,122.76
2022-04-21,1072,Clothing,South,11,348.79,3836.69
2024-05-26,1086,Toys,North,15,243.24,3648.6000000000004
2024-12-02,1003,Electronics,East,1,375.58,375.58
2022-07-30,1009,Home,North,16,90.84,1453.44
2024-05-07,1062,Home,North,7,127.15,890.0500000000001
2023-09-19,1072,Clothing,North,1,128.84,128.84
2024-11-15,1082,Home,West,2,278.75,557.5
2022-10-26,1014,Sports,North,8,151.92,1215.36
2024-07-12,1097,Home,East,11,407.74,4485.14
2022-05-17,1062,Clothing,North,13,179.93,2339.09
2024-11-09,1018,Home,East,5,333.82,1669.1
2023-03-16,1062,Electronics,North,18,474.77,8545.86
2022-07-30,1055,Clothing,North,19,307.39,5840.41
2024-01-22,1020,Toys,West,3,128.66,385.98
2023-03-11,1033,Electronics,North,1,416.92,416.92
2024-02-19,1016,Home,East,5,16.15,80.75
2023-03-15,1017,Toys,West,19,135.7,2578.2999999999997
2023-10-28,1080,Electronics,West,9,199.87,1798.83
2024-12-01,1065,Sports,North,7,106.03,742.21
2023-02-15,1050,Electronics,North,12,305.97,3671.6400000000003
2024-03-16,1064,Toys,South,14,283.42,3967.88
2023-09-02,1042,Sports,North,16,209.18,3346.88
2023-03-03,1056,Home,South,13,154.25,2005.25
2024-06-20,1009,Clothing,East,18,222.61,4006.9800000000005
2024-07-30,1036,Home,North,10,152.69,1526.9
2024-01-12,1047,Clothing,North,6,118.42,710.52
2022-11-24,1068,Clothing,South,3,182.12,546.36
2022-02-21,1055,Toys,South,4,305.14,1220.56
2023-01-11,1075,Sports,West,1,327.71,327.71
2022-09-20,1035,Sports,West,11,155.7,1712.6999999999998
2022-09-24,1030,Electronics,North,17,474.23,8061.91
2022-12-25,1054,Home,East,5,138.36,691.8000000000001
2023-10-14,1037,Toys,West,12,358.94,4307.28
2022-02-15,1072,Home,West,7,49.93,349.51
2023-08-23,1089,Electronics,West,4,335.77,1343.08
2023-12-21,1014,Electronics,South,16,235.37,3765.92
2023-08-24,1015,Toys,North,15,288.86,4332.900000000001
2023-01-16,1076,Electronics,South,14,100.2,1402.8
2022-04-28,1088,Toys,East,2,222.45,444.9
2022-04-26,1093,Electronics,South,10,385.48,3854.8
2022-09-17,1052,Sports,North,2,385.87,771.74
2022-11-01,1055,Toys,South,5,126.4,632.0
2022-01-07,1006,Sports,East,13,182.77,2376.01
2023-01-01,1056,Sports,North,10,11.87,118.69999999999999
2023-06-07,1054,Toys,North,13,54.08,703.04
2023-03-05,1051,Home,North,14,72.1,1009.3999999999999
2024-03-01,1003,Clothing,North,18,153.89,2770.0199999999995
2024-01-17,1042,Electronics,East,8,381.92,3055.36
2023-01-02,1039,Electronics,North,5,260.02,1300.1
2022-11-09,1029,Home,East,12,398.38,4780.5599999999995
2023-06-22,1009,Clothing,East,16,379.9,6078.4
2024-07-09,1093,Home,South,19,297.7,5656.3
2024-12-13,1006,Clothing,South,7,254.93,1784.51
2024-05-14,1035,Toys,North,4,466.35,1865.4
2024-02-21,1034,Toys,West,19,288.94,5489.86
2022-11-30,1087,Sports,West,10,246.58,2465.8
2024-03-08,1038,Sports,North,8,435.87,3486.96
2022-12-14,1035,Toys,East,16,45.0,720.0
2022-09-30,1019,Sports,South,4,331.45,1325.8
2024-08-20,1048,Toys,North,10,65.38,653.8
2023-12-21,1095,Home,North,19,411.71,7822.49
2023-05-15,1058,Electronics,East,16,398.41,6374.56
2023-11-16,1048,Toys,South,12,256.76,3081.12
2022-03-20,1089,Toys,West,2,333.91,667.82
2023-09-14,1025,Toys,West,11,388.58,4274.38
2024-08-04,1035,Sports,North,13,246.82,3208.66
2022-12-24,1042,Sports,North,3,453.92,1361.76
2023-09-10,1098,Sports,North,17,224.14,3810.3799999999997
2023-05-22,1042,Sports,North,10,447.09,4470.9
2023-07-30,1098,Home,North,8,295.54,2364.32
2022-09-01,1075,Toys,West,6,218.86,1313.16
2023-05-21,1032,Home,North,14,12.01,168.14
2023-02-26,1099,Sports,South,19,154.82,2941.58
2022-08-05,1077,Home,East,1,435.28,435.28
2024-10-05,1096,Toys,West,11,220.07,2420.77
2022-11-26,1044,Toys,East,14,216.52,3031.28
2023-10-12,1044,Sports,East,13,249.81,3247.53
2023-01-26,1087,Toys,North,12,150.29,1803.48
2023-01-16,1014,Home,East,6,250.86,1505.16
2024-01-12,1094,Clothing,South,4,194.12,776.48
2024-03-30,1016,Toys,North,9,455.63,4100.67
2023-11-04,1011,Home,West,7,286.34,2004.3799999999999
2023-05-28,1021,Home,South,7,418.73,2931.11
2024-08-06,1022,Home,West,13,346.57,4505.41
2024-07-18,1089,Toys,North,2,114.18,228.36
2024-07-01,1077,Clothing,North,2,435.16,870.32
2023-10-06,1011,Sports,West,15,52.76,791.4
2023-03-03,1067,Sports,East,16,229.83,3677.28
2023-05-17,1050,Toys,West,2,127.19,254.38
2023-12-31,1012,Toys,South,5,273.4,1367.0
2022-03-12,1056,Electronics,East,2,157.02,314.04
2023-04-23,1054,Clothing,North,7,364.18,2549.26
2023-04-02,1081,Home,South,5,469.09,2345.45
2022-07-08,1027,Home,South,11,357.45,3931.95
2022-10-18,1043,Sports,North,8,184.1,1472.8
2024-07-08,1018,Toys,East,17,304.03,5168.509999999999
2022-10-19,1045,Clothing,North,14,445.38,6235.32
2024-01-26,1002,Sports,South,5,142.31,711.55
2023-01-12,1082,Clothing,South,4,67.92,271.68
2023-05-23,1019,Toys,South,3,74.07,222.20999999999998
2023-06-12,1024,Home,North,7,252.48,1767.36
2023-07-13,1074,Electronics,West,11,368.75,4056.25
2024-11-20,1055,Clothing,South,1,332.06,332.06
2022-09-17,1080,Home,South,18,232.41,4183.38
2023-02-25,1060,Clothing,East,1,367.36,367.36
2022-10-31,1054,Clothing,West,16,320.65,5130.4
2024-07-30,1034,Clothing,East,13,317.83,4131.79
2024-11-28,1077,Toys,South,6,109.16,654.96
2023-06-26,1058,Sports,West,6,163.17,979.02
2024-12-25,1038,Clothing,East,14,178.77,2502.78
2022-04-18,1056,Toys,North,5,406.01,2030.05
2022-09-25,1082,Electronics,East,8,389.8,3118.4
2022-08-10,1066,Sports,West,18,133.81,2408.58
2023-11-24,1033,Toys,East,6,37.02,222.12
2022-09-12,1040,Electronics,West,5,386.21,1931.05
2022-09-10,1021,Sports,West,10,210.83,2108.3
2022-09-14,1026,Toys,East,18,117.7,2118.6
2023-01-18,1020,Electronics,East,13,67.34,875.4200000000001
2023-03-18,1040,Toys,North,6,16.28,97.68
2023-08-22,1030,Electronics,East,4,219.59,878.36
2023-01-25,1026,Clothing,West,13,176.48,2294.24
2023-08-05,1036,Clothing,South,18,351.27,6322.86
2024-12-03,1065,Sports,East,13,488.57,6351.41
2023-08-21,1053,Electronics,East,13,111.32,1447.1599999999999
2022-01-19,1008,Clothing,West,7,129.09,903.63
2023-08-30,1082,Sports,South,5,175.28,876.4
2022-02-02,1041,Home,North,3,238.31,714.9300000000001
2024-05-11,1035,Clothing,South,6,351.87,2111.2200000000003
2022-06-04,1009,Clothing,West,8,182.5,1460.0
2024-06-23,1058,Toys,West,12,61.06,732.72
2023-02-09,1039,Home,West,2,367.87,735.74
2024-04-23,1053,Electronics,West,11,399.37,4393.07
2024-01-17,1038,Sports,South,3,131.35,394.04999999999995
2022-09-28,1006,Home,South,10,77.01,770.1
2024-02-09,1003,Electronics,South,8,268.62,2148.96
2022-06-21,1014,Clothing,East,8,112.07,896.56
2022-10-01,1075,Sports,West,14,193.34,2706.76
2022-09-16,1047,Sports,East,4,390.91,1563.64
2023-02-26,1005,Home,East,15,117.61,1764.15
2022-12-30,1072,Toys,East,10,405.07,4050.7
2023-01-13,1034,Electronics,North,18,340.27,6124.86
2023-08-03,1071,Home,East,15,117.67,1765.05
2024-06-09,1070,Toys,West,19,267.94,5090.86
2023-12-23,1067,Toys,East,3,310.89,932.67
2024-05-30,1057,Toys,West,2,108.14,216.28
2023-08-28,1076,Sports,North,13,81.03,1053.39
2022-01-22,1018,Electronics,South,13,270.27,3513.5099999999998
2023-01-18,1061,Electronics,West,9,349.98,3149.82
2022-05-14,1070,Home,East,3,237.88,713.64
2024-11-14,1009,Clothing,West,2,44.32,88.64
2023-05-18,1024,Home,East,14,463.35,6486.900000000001
2022-05-24,1043,Electronics,South,16,350.53,5608.48
2022-08-12,1098,Sports,West,14,314.39,4401.46
2022-08-08,1057,Home,East,4,325.38,1301.52
